,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,St,St,St,St,St,St,St,St,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,MM,Pm,Pm,Pm,Pm,Pm,Pm,Pm,Pm,Pm,Pm,KECS,KECS,KECS,KECS,KECS,KECS,KECS,KECS,KECS,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli
Ps,0.398280762389,0.85021007292,0.44301782837,0.24211053544,0.341564889879,0.608754952422,0.326270013332,0.249709062593,0.1632857704,0.510912459996,0.588032468023,0.557453050905,0.583814843206,0.762682151751,-1.47477254425,-2.47550244031,-4.38034668658,-2.96933138431,-inf,-4.99096501379,-4.67762210093,-0.202078975512,-0.0266710205995,-0.766646842387,-0.820566569591,-3.15240989675,-inf,-inf,-0.187460868462,-0.031506363809,-5.75769711757,0.414282784549,-0.204934312886,-0.238756552364,-0.142766015087,-0.260499476266,-0.000745617903955,-0.131592313854,-0.156774425506,-0.128308245608,-0.154292798259,-0.0971389169252,-0.319786137127,-0.292869383315,-0.179018561693,-0.190196115913,-0.134912139703,-0.0717849585941,-0.192041268522,-0.224402906469,-0.310486433246,-0.102346528949,-0.0447318781632,-0.100555345668,-0.0992307080416,-0.0933493285304,-0.133763430972,-0.120059022501,-0.0877893959315,-0.100183804644,0.0157552319445,-0.123933361445,-0.126867519913,-0.0666260531839,-0.0641792043662,0.175017614497,-0.0384632888715,-0.13577698637,-0.0529859155365,-0.0470797417762,-0.0575899610607,-0.0398348256818
Ps,0.790092386616,1.20394888404,0.822865682095,0.826696910516,0.841947156584,0.790297847447,0.806570727439,1.02303708681,0.0298228450491,0.574909272715,1.13894971781,0.592660767143,1.31274372593,0.900164886523,0.453022703453,0.0883160505329,-0.003264984265,0.744644296674,0.0969185220918,0.427120723443,0.315678392518,-0.475887561675,-0.573066324693,-0.436569719698,-0.452147522643,-4.80113876928,-6.61364856382,-0.505325162411,-0.450267435529,-0.395099561489,-5.74308930512,-0.0778807663537,-0.281457458951,-0.441242613112,-0.477573149918,-0.381961528967,-0.430533854803,-0.522578772219,-0.459727901835,-0.581196444189,-0.434726914207,-0.436499362344,-0.449077648833,-0.457560613655,-0.385995094945,-0.37326447818,-0.368152300388,-0.469729186908,-0.332148923621,-0.47495789739,-0.549534522585,-0.71869761047,-0.426164351945,-0.453581643217,-0.375135176079,-0.455881970885,-0.348472249638,-0.280513931735,-0.480570914856,-0.475457418153,-0.385309807714,-0.448537586193,-0.421742077148,-0.433480042377,-0.371519480904,-0.257740922602,-0.42881517644,-0.465824852508,-0.444879734061,-0.325860938117,-0.457100971692,-0.460714380225
Ps,1.12737562898,1.40435974499,1.90731488484,1.12602393305,1.28204134307,0.862679933094,1.00364567984,1.84587769972,1.20682603997,1.24257761631,1.98901456088,0.599663192252,1.29555066404,1.3569506395,0.671943564337,0.318142555436,-0.0766978321786,0.753860363161,0.239412727632,0.65942476801,0.198933642204,-0.284729449071,-0.233467106307,-0.317267613584,-0.284430458018,-0.285752867897,-0.368839750363,-0.396221754828,-0.260253926797,-0.163986240767,-0.361006913384,-0.174035330587,-0.281043953595,-0.187223664515,-0.312337809055,-0.241923865101,-0.196940104998,-0.377163508436,-0.320720079848,-0.28334789193,-0.27926381892,-0.37895030793,-0.127923398289,-0.370945268112,-0.238397097388,-0.194677165931,-0.241348905181,-0.22563207011,-0.218179107085,-0.250891270682,-0.329188773552,-0.601853236864,-0.236286606617,-0.265990380888,-0.274248626574,-0.241679115923,-0.259110112966,-0.296727916343,-0.207026604862,-0.360764652551,-0.287648486349,-0.271961070858,-0.122381600366,-0.138608660161,-0.153866726812,0.146854469963,-0.279265696384,-0.164064028431,-0.26862347351,0.161049059768,-0.13223060473,-0.147790109544
Ps,0.720268645976,1.16778919211,0.638603820954,0.204035509937,0.715279640706,0.418142278808,0.488413804688,0.363693843729,0.335521356106,0.752776672104,0.691671191824,0.950864240403,1.08883588835,1.17812497898,0.40046596653,-0.110445220889,-3.25303705681,-0.267789135508,-inf,-5.17833110644,-inf,-0.255709215513,-0.104227113756,-0.199536063845,-0.216670360196,-0.160200888819,-inf,-inf,-0.17109836904,-0.123056096337,-0.310185969695,0.193979669481,-0.112416036298,-0.208321283386,-0.0962863551084,-0.0502377569264,-0.102960098965,-0.14501942525,-0.222994074986,-0.211499334115,0.132696606788,-0.0394790425174,-0.239180648376,-0.254878223921,-0.105635509021,-0.072185465969,-0.117332337236,-0.00357152029247,-0.0962813672542,-0.0935756419852,-0.201914698914,-0.16046154149,0.0463691406175,0.133750431134,-0.0245723833182,0.0263817218272,-0.09081587036,-0.0614523974532,0.0315634905397,-0.0640324838627,0.0913396713943,0.00495918289998,0.0343847116018,0.0441780207591,-0.0244137962133,0.232974350271,0.0303935993325,-0.0212996454689,0.103915051478,0.0410172714525,0.00352836798223,-0.0129286763241
Ps,1.21559713919,1.09002297255,1.32128519591,1.1071984882,1.10484035394,0.618433063199,1.24217098526,1.15328521068,0.909550104806,1.26339702595,1.56204063974,0.727988751945,1.27156602075,1.28145665322,0.706867574006,-0.307301725289,0.436551157753,1.29650771846,0.383558296568,1.28900072056,0.432425261704,-0.138486931048,-0.0307580356345,-0.21275556872,-0.228269818197,-4.73006866397,-0.139969328878,-0.304109791563,-0.189923123634,-0.124881222031,-0.397439514513,-0.326103630881,-0.229531058069,-0.184866480367,-0.164342261346,-0.142967960162,-0.0757347900894,-0.134243611907,-0.185312336721,-0.102617359332,-0.189101416188,-0.0511083746442,-0.149504189834,-0.183601267274,-0.130825217621,-0.0920997627125,-0.0847801081225,0.0206762651713,-0.0975429525873,-0.0879692137507,-0.205969657976,-0.422907027868,-0.0276841440118,-0.00351985743643,-0.0392828982867,-0.115596076296,-0.0903454305928,-0.144310005151,-0.0660127592928,0.0223410693908,0.0299373713519,-0.0951633175891,0.00455809607872,-0.00635623814909,0.0673276591234,0.184855593409,-0.0154155514017,-0.00646174216104,0.00190578284169,-0.149745807206,0.0282756492557,-0.0345306184622
Ps,1.10156120301,1.25114299991,1.06388505138,0.776961857711,1.02606055623,0.594437223055,0.933556772203,0.994458600057,0.619088068751,1.04890636532,1.0590007765,1.08279698343,1.41487363038,1.34057584087,0.750277327334,0.740033867599,0.540857925539,1.21087087782,0.69460891171,0.926579262957,0.957712175489,-0.0278175965204,-0.00117521028917,-0.10631883025,-0.125353245022,-0.133822600736,-0.0943554057462,-0.0484748488865,-0.0313969975879,-0.0449856714384,-6.75653248122,0.133751305942,-0.224137445063,-0.0933148128737,0.0268715053712,0.0926275848618,0.0146175412745,-0.0440545155748,-0.0971829763936,-0.0712036813843,0.0493672357268,0.0333008212733,-0.118800563162,0.0187914299339,-0.0382981508448,0.0509081102137,-0.032235753681,0.105633078509,0.0226192451366,0.00935530237368,-0.0780410797679,-0.260713794243,0.174440583343,0.255729921184,0.125137524979,0.169401872605,0.0501468624856,0.00135408281593,0.0821682931691,0.0449833082319,0.244274080872,0.0846590207011,0.173262480322,0.179377560821,0.0792408478083,0.346103209554,0.175009052149,0.107704596153,0.228559737263,0.195254646018,0.136379009313,0.119454349344
Ps,0.0371457734926,0.388948523854,0.915022087485,0.0945183209123,0.255317726601,-0.117664218965,0.0982138691061,0.583660329946,0.36746440777,0.584441074651,-0.0640926472208,0.173245745937,0.227837875712,0.256516352559,0.484145719319,0.280284049438,0.114892996848,0.84093970437,0.16340535151,0.870995329903,0.548602102207,-0.27861807487,-0.193975978506,-0.263216919875,-0.300195952124,-0.246868577168,-0.327740997073,-0.198654520421,-0.225936435286,-0.222184236604,-0.250518165382,-0.224330793307,-0.40382952141,-0.318709056211,-0.26059875889,-0.313974864981,-0.193872945937,-0.329687113718,-0.288533594894,-0.288356446457,-0.269854701881,-0.35027925432,-0.189234637166,-0.262017418625,-0.264747309666,-0.244597704629,-0.240842431539,-0.175408157505,-0.315603088065,-0.304606567148,-0.286625071274,-0.294269803984,-0.219193612603,-0.167257408969,-0.301796318112,-0.256814676954,-0.182203739735,-0.137691060632,-0.285501012693,-0.292548025355,-0.353411916266,-0.100635639928,-0.209036241495,-0.232837309335,-0.0925529065783,-0.558263500189,-0.280663149491,-0.137462549506,-0.561742936212,-0.366630637806,-0.11920569716,-0.180040671991
St,0.046018230671,0.125612394966,0.304455926465,-0.441441160072,-0.262669459035,-0.60504757091,0.250110804216,-0.732557318053,-0.131295368676,-0.136502201109,-0.379500460994,-0.00646065516036,0.173624597642,0.173655279524,-0.121287298419,-0.26883481641,-0.104100065914,1.11319215071,0.169474468554,0.568507737118,1.35993049339,0.075918460801,-0.0684837546803,-0.0633795769729,-0.0957234461871,-0.00136926701836,-0.0767911023765,0.0953208161114,0.0496716802818,-0.0570759501813,-0.037123062761,-0.096828054193,-0.0683227603473,-0.0920306981875,-0.0555293062625,-0.0839423965858,-0.0226683772378,0.0313931382356,-0.198390489331,-0.363510970704,-0.117139752607,-0.0617000361172,-0.015080176441,-0.0929213593093,-0.0916357766992,-0.168643386935,-0.00625227479912,-0.04814652435,-0.0284338886941,-0.10461784706,-0.0854321337419,0.348956765279,-0.180406635427,0.0725615627932,-0.126526725544,-0.178387573065,-0.0426935886103,0.0432299730116,-0.0208779760765,-0.187605391696,0.00826405840946,-0.120588655229,-0.0523607691993,-0.00732044922535,-0.0117157218392,-0.228083080728,-0.19458063315,-0.0979215424458,0.155882265481,-0.0529981784558,-0.0120177041975,-0.220290300708
St,0.105750219713,0.123192113516,0.27640424111,-0.227037673576,0.239813118838,-0.402210006704,0.101351711127,-0.136041179506,-0.0994792221972,0.283493989663,0.159805802294,-0.297269929407,0.38907702063,0.373861741168,-0.0871077161756,0.000744422848543,-0.113431319374,1.28593658863,0.0210121895983,0.723998690584,0.152359304844,0.0125723359361,0.137715676287,-0.0150800647696,-0.0187155993252,0.0395691139931,0.0430348722992,0.109613847404,0.0556298628676,0.0784451245246,0.0595563808619,-0.469941103201,-0.113498382905,-0.0362165844699,0.0122225987811,0.0045453542084,-0.020022784729,0.0343730205168,-0.050225885324,-0.152979690703,0.0418238604849,0.0729369367593,0.0248812777188,-0.0477438432541,0.0345687557122,-0.00356163509895,0.00151305475512,0.129800140152,0.111763890225,0.0601171989816,0.00166690993337,-0.0434253177274,-0.0308807602431,-0.0559603682538,-0.0121520378322,-0.100924380981,0.0628868140702,0.0128474173712,-0.0768105392621,0.110877648254,0.143912274342,-0.114275491787,0.0190435157145,0.000294156731666,0.0597997169701,0.179848083613,0.0170645685066,-0.0183961360689,0.368015130277,0.10802796485,0.115674592229,0.0404210501528
St,0.0455273230786,0.0530379865267,0.28709635095,-0.399658663184,-0.128714850808,-0.111575958231,0.0493178344508,0.039776424102,-0.103737012031,-0.0512153921589,-0.0266206974019,-0.222281060866,0.0447944777503,-0.0601812969744,-0.104515783655,0.0053577217421,0.0733780558296,1.20063771911,0.0298884566374,0.667955723567,0.228129739591,0.0382947076194,0.387933659731,-0.0409731309408,-0.0143238178203,0.042115365755,-0.0287639339331,-0.0496149562169,-0.0922001389987,-0.0823377083408,-0.0250205085924,0.327117401996,-0.296755579161,-0.0666392006873,-0.0917695592055,-0.0151458819847,-0.166976591302,-0.0437293835494,-0.135486834684,-0.223856192683,0.0266081426443,-0.140832806045,-0.082590780422,-0.108714433759,-0.107016107616,-0.0480026093721,0.00640822340673,-0.112491760426,-0.0622561570465,-0.03822341542,-0.0874873629803,0.025083853119,-0.180959504808,0.0140991383795,-0.15889778787,-0.142687559823,-0.0695317559448,0.000459094599945,-0.0291651688253,-0.34211670269,-0.0315583680414,-0.229861566732,-0.175578804328,-0.0822041285282,-0.0597535500596,-0.048668416081,-0.138688645564,-0.157661065695,-0.0472363245038,-0.0180701155617,-0.126833269506,-0.134818918273
St,0.188507881964,0.20243410338,0.342910608608,-0.293918961473,0.037701675384,-0.0676272650663,0.0888211716562,0.243890046752,0.0913583817258,-0.0486325740874,-0.067497090725,-0.146992537236,0.240261558633,0.0324803555881,-0.16023944714,-0.146371220112,-0.0209716967917,0.975309811379,-0.020893180333,0.698200142817,0.141788235881,-0.0814450396482,0.263417632557,-0.110080001599,-0.110856982483,-0.0382263349112,-0.0596797202516,-0.107654177423,-0.0957960898395,0.0339998968396,-0.124412943757,0.178968441381,-0.333979097078,-0.144559418382,-0.0898295041825,-0.10776839004,-0.0923472127299,0.0603860992545,-0.184248203587,-0.211224812513,-0.117228844249,-0.0936916952573,-0.0800087057516,-0.149863501258,-0.130232383202,-0.0520873042668,-0.0441601955352,-0.129151762933,-0.0782342813626,-0.0902870926564,-0.179285781426,-0.209865483821,-0.262935698705,-0.141450391003,-0.175436163612,-0.242043536115,-0.137676531856,-0.115721730357,-0.0734579357808,-0.284826712874,-0.063851514514,-0.299766934463,-0.289114871752,-0.213695524813,-0.139225228932,-0.0567256651362,-0.234827329094,-0.228247014356,-0.109472870923,-0.0366678536737,-0.174146991779,-0.204992753223
St,-0.193383397986,-0.0136001846735,0.183996486649,-0.667042219462,-0.288130759764,-0.618118894882,0.372960442402,-0.547494258909,-0.107225442442,-0.0643020371021,-0.347966812868,-0.308521608352,0.300293611622,0.0539779225464,0.092034000804,-0.246956146546,-0.0258141670475,1.08739706584,0.423733683531,0.557555323779,1.45148775372,0.00412149495917,-0.0196338691366,0.0935316901378,0.035512596579,0.0132458846445,-0.0670080532568,0.0430548917487,-0.00601901800005,0.0707469588425,-0.00516669440796,-0.0883540598031,-0.0751311184664,-0.0999505426539,-0.139952949616,0.0580915339035,0.0697243638811,-0.0552910220313,-0.127758601578,-0.293715369575,-0.0724240906782,-0.00168014064616,0.02909607384,-0.0926193523299,-0.033635524995,-0.15102495666,0.0132815089865,-0.0929519436303,0.00017908396351,-0.0492918039696,-0.146074564616,-0.151071990525,-0.0452856083054,0.057529767102,-0.0319768327224,-0.401689479772,-0.108736965008,0.0497076479144,0.0265408547576,-0.121947262777,0.0705206238787,-0.207819110162,-0.0925007688974,0.0394039655923,-0.0351353607811,-0.110780398948,-0.0240396098431,-0.0466466017418,-0.0467760493611,0.0498114520012,-0.0325144417438,-0.0684649180218
St,0.237020262846,-0.0642512770628,0.51170797438,-0.277257451452,0.0573672753602,-0.188528983062,0.365332667458,0.24301684278,-0.251710349505,0.114055742366,0.0804523468369,-0.00160274370779,0.340737413523,0.145952134844,-0.0688640012197,-0.124186110406,0.184923086546,0.996697828535,0.165633668658,0.55238375687,1.06079802334,-0.00109223627293,0.182631925291,-0.0235667675918,0.0219953196276,0.0473417824375,-0.00904303527031,0.0129244187177,0.0217061086432,0.00834835530596,-0.0323405327689,-0.154320685944,-0.167897556649,0.036092942158,0.00580790144121,0.0372010789105,0.0766315424129,0.105188410849,0.0421396220677,-0.0663133645741,0.0172790536041,0.0969225156557,0.0561078955721,-0.0401231450225,-0.0538105442146,0.0182690991015,0.00917607079515,-0.0563227736727,-0.0192050520798,0.0080475315793,-0.0530556991424,0.447897133832,-0.0733170035134,0.0506313253344,-0.0473527108007,0.0127154153721,-0.0138691536186,0.0597253941029,0.0877268626354,-0.10951053732,-0.0529908923867,-0.0695304588183,-0.0230227001706,0.0397664296076,0.00362980428246,-0.117761085897,-0.0516877827142,-0.0351687749537,-0.0026534071733,0.0323378497308,0.0359921415357,-0.0103837146504
St,0.0841015057511,-0.122720487334,0.266464845581,-0.36652828621,0.0506238153365,0.433309431762,-0.094866053443,0.236906565042,-0.52232225753,0.0991143891609,-0.451102286416,-0.246559489513,0.183255953443,-0.0607555203833,-0.0725199414345,-0.144231763659,0.159781511185,0.867443874098,0.363352558958,0.548698814033,0.594219816626,-0.0013127412679,0.0829040869436,0.0530547720744,0.0689586442345,0.0740386268923,0.057322422612,0.132566289562,0.0893093014045,0.0572499929798,0.0420121979471,0.311993417247,-0.0846651061824,-0.0868793057114,0.0528372968021,0.14782862339,0.155184916249,0.00805913773368,-0.0645208679601,-0.0922006434276,0.117672985157,0.175962715481,0.0686913860448,0.0251601130511,0.0505456699861,0.0920397468546,0.0543218835779,-0.0278704375317,0.11954885346,0.0873232783433,0.0543320177875,-0.264779601046,0.0526317282852,0.173061228667,0.0564738073282,0.0706622639423,0.0588665596834,0.0673245739856,0.090034012554,0.00311275036199,0.129012196423,0.03703447893,0.0748118814943,0.122300018711,0.0118480340254,-0.0197839888699,0.0748082626074,0.0712314174057,0.456642135737,0.0912405464321,0.0762216938122,0.0799703973669
St,-0.939842254505,-0.0371189633775,0.609536523652,-0.907181422898,-0.271582515287,-1.37671522786,-0.175781847385,-0.0431708028956,-0.31828467166,-0.158256075443,0.260446580733,-0.20262430585,-0.195958279689,0.258243941429,-0.318405356039,-0.402494509708,-0.169986791757,0.744291001277,0.406812599833,0.668466451649,0.600550580665,-0.021042529257,0.0941377655225,-0.051294325967,-0.0386294000134,-0.000943885319627,-0.0965744816972,-0.0203713643965,0.0157055201132,-0.0516202846852,-0.121030077847,-0.0996268401914,-0.19164263135,-0.0456348703487,-0.117954679136,-0.0929456774446,-0.090778715415,-0.257471508543,-0.129865172857,-0.389888057765,-0.0851440415462,-0.209167263729,0.0521648444774,-0.0900414867753,-0.0265786537985,0.00170694234466,-0.0259761785088,0.15907672691,-0.0624087480486,0.0120379522347,-0.0523336564291,-0.0706361673869,0.0250999442537,-0.0172517697015,-0.143516022123,-0.0360169012439,-0.0443179524329,0.126864254067,-0.137527675709,-0.328465053844,-0.0301679715475,-0.192584521312,-0.0505108952784,0.0272548881325,-0.0628338309479,0.304608434908,-0.00484014462449,-0.0795068645964,0.000130591472563,0.121773463299,-0.047632823147,-0.0344125580793
Ent,-0.396553232104,-0.58057905226,-0.385112455633,-0.808410904848,-0.282055557682,-0.499897981858,-0.340749711989,-0.226571921465,-0.632484837102,-0.3852174622,-0.473937998737,-0.454753608176,-0.31259717179,-0.339809188056,-0.405937414627,-0.189322945415,0.100473825211,0.636855679078,0.336356372766,0.843131823063,-4.23755351171,0.111610245349,0.07977162478,0.0835315376992,0.0615788017361,0.115025459257,0.0680329709298,0.0950064973338,0.166423516666,0.140331171638,0.153006454022,-5.55470092117,-0.127181413626,0.142434368262,0.165475539416,0.0766998959296,0.108962022439,0.11831755944,0.0627473554577,-0.311476842557,0.184534356745,0.104930933401,0.109221691714,0.0849670554543,0.139699244758,0.0945616269813,0.149260341592,0.17474727756,0.0959125438012,0.129616213303,0.057630213636,-0.184931038532,0.199909069135,0.0712668041413,0.17719585949,0.174656253276,0.120322120561,0.0802499784991,0.126653972292,0.0970208975102,0.15870392662,0.142042210153,0.241437825932,0.250203389083,0.157664129001,0.0419814181289,0.214698633159,0.102198852865,-0.116376772408,0.0796389338602,0.171144155064,0.17309083446
Ent,-0.170633481249,-0.386599022171,-0.0849776536802,-0.488676144639,-0.156114774065,-0.424587149555,-0.32823175683,-0.273710372805,-0.464905415252,-0.135675564004,-0.301223694411,-0.46076761286,0.116204457023,-0.0546787976895,-0.393607043681,-0.132529163595,0.180407643096,0.973711657921,0.0111128232138,0.685062235293,0.346572273382,-0.0237261625037,-0.0162367149256,-0.0485892273586,-0.0500671201308,0.00129386259867,-0.0605753024077,-0.00644412886953,0.00550213545302,0.0251716197993,0.0211664028138,-0.0681371270264,-0.00938017662199,-0.0121418144001,-0.00255879091502,-0.08156601899,0.00639153058135,-0.00212889448863,-0.0259315039495,-0.396471259291,0.0416451756137,0.0224672113917,0.0192167694405,-0.0201773504961,0.0309481279436,-0.0513738344729,0.0189344073651,-0.0604034344052,0.0390438705945,-0.0139292531761,-0.0694515945414,-0.339943919946,0.0285372126354,-0.144731953947,0.0222247895306,0.00116661923507,-0.0294699752868,-0.0561514551107,-0.0392706984025,-0.0311858425541,-0.0886452637833,-0.0359723149164,0.041964349784,-0.0360918555374,-0.0198609697981,-0.194042572304,0.0513357784851,-0.0356624528767,-0.43896996951,-0.155426061114,0.00763448302961,0.00897163426408
Ent,-0.795989270117,-0.189590358642,0.144255916287,-0.972123789093,-0.115375543493,-0.415608357369,-0.189042193768,-0.0455791669433,-0.355630774987,-0.269501858596,-0.178826806554,-0.431445997421,0.0237954297544,-0.0867717184373,-0.1420777979,-0.211041514764,0.221766123095,1.13982096042,-0.0626333398153,0.786994791331,0.695111300413,-0.0585934971973,-0.0667766505484,-0.0317704791969,-0.00898413676904,0.0241592020596,-0.0849453526884,-0.0395841880023,-0.0346814074083,-0.0255040304508,-0.0142488646261,-0.107334763203,-0.113823548532,-0.114850795129,-0.0689168065228,-0.104635189881,-0.0123235742688,-0.0629609501573,-0.0837813518691,-0.300456411331,-0.0755461797248,-0.0735377409203,-0.0317089262023,-0.0334365012077,-0.00817742418138,-0.0518946751807,0.0325271108979,-0.0607519605487,0.0459738210432,-0.035444986987,-0.0744798797643,0.0127429624785,0.00567287875312,-0.0182027493836,0.0559310832,0.0340979990453,0.0191948936439,0.0533177088771,0.0206997737595,0.0609989517462,-0.0344585343479,-0.0407043243603,6.41979392682e-05,-0.032854021217,0.0280322979206,-0.112561704312,0.0317531889295,-0.0339917281553,-0.390794716467,-0.210813899825,0.0175780960367,0.0151952649785
Ent,0.0345755178428,0.199028220065,0.0610570929932,-0.410758940747,-0.211367042405,-0.176320403788,0.151253744903,-0.0772237920521,-0.130485498929,-0.0250387084746,-0.248815960624,0.0321109795578,0.350753205001,-0.174263367387,-0.140679818995,-0.099456556154,0.303564304443,1.03164504279,0.0893629847913,0.977235867027,0.907705584734,-0.0230261384301,0.210832561096,-0.00814731945555,-0.00531282811099,0.0840548942316,-0.00238838993387,-0.0253914106929,0.00954539739353,-0.0910353787996,0.0375960286833,-0.0925720598785,-0.0980086183169,-0.0505977153061,0.0929293478719,-0.0769241770156,0.0546893014225,0.0578374943237,-0.0166344789821,-0.0996704017714,-0.0990774731511,-0.0155477320153,-0.0179022533511,0.0081717203599,0.0614354929715,-0.018705675368,0.0549401664585,0.0490387999237,0.0346276813131,-0.0411762864409,0.012715020426,0.0942996694106,0.0528986650902,0.0910549573549,0.0884052134814,0.0668237205793,0.0738664429879,0.037287981245,0.000319149066518,-0.0137746666119,-0.095432220251,0.0494431889975,0.0339849148675,-0.0339606706646,0.084000557351,-0.0855989785305,0.0523874955311,0.0883330781577,0.410460079111,-0.171096719657,0.0337972829065,0.0611286829915
Ent,0.142857060595,-0.0420163428871,0.427175913674,-0.162019724709,0.184862908157,0.00886300725779,0.137824762906,0.44082768308,-0.304707601059,0.0861571455712,0.263473111008,-0.00358478768039,0.677972018015,0.396692743181,0.688301760449,0.543504930805,0.527252618845,1.5737730346,0.20128183595,1.06173849667,0.490487886924,-0.0945764510491,-0.134236921451,-0.107711354493,-0.107765215744,-0.0545818114269,-0.0940745095594,-0.048459859726,0.0429071790112,-0.0224270057668,-0.00624168887518,-0.0902284079072,-0.115596289579,-0.143622294957,-0.0791597509279,-0.0511100164471,-0.0161359165041,-0.0705719175242,-0.0615817872532,-0.397806227355,0.0109180802544,0.0225189347904,-0.044261465224,-0.107719339942,0.0208472775375,-0.081497482846,-0.0470540820325,-0.0674742929683,0.10409169104,-0.0504290469044,-0.137565897448,-0.0898074058742,0.0549387466448,-0.138746453159,0.00342074258309,-0.0279552830659,-0.0556256549975,0.0225539370093,-0.0397309961255,0.00576942481533,0.0730249716346,-0.0339679849168,0.0907511669163,0.0509382363619,-0.0367778082767,0.0318983933597,0.0942347835912,-0.0804291239894,-0.384083448728,0.159181034921,0.0553228747127,0.028705817194
Ent,0.14670931859,0.936525148289,0.151542194973,-0.210783057931,-0.0982426412697,-0.078643514501,0.242236907529,-0.0404212623241,-0.190087763863,0.00038092743793,-0.283216020126,-0.0285767536092,0.336110885628,-0.114631581708,-0.178433198268,-0.122331873449,0.267093295721,0.328612501093,-0.069267251983,0.855685882362,0.803516401684,-0.04126135144,0.17475424679,-0.00421598478749,-0.0462006732968,0.0248646953443,-0.0276890170798,-0.0344413835656,-0.0355750546492,-0.127438642607,0.0067038787066,-2.19116483472,-0.0616650641389,-0.0658756600428,-0.00247620326236,-0.111397881709,-0.00875939170281,0.136002885967,-0.00133173636736,-0.115584446825,-0.147653753964,-0.0351828411421,-0.0173890978031,-0.0198286140338,0.0187093828634,-0.0225460937612,0.0277798421892,0.0461838182178,0.00266424773799,-0.0524896307653,-0.0338375261392,0.103780117486,0.0251447055029,0.000455596200288,0.0468317715794,0.00518125409083,0.00199700465818,0.00994141992238,-0.0543077807579,-0.0274841117011,-0.0757621241244,0.0133688375309,-0.0492743548708,-0.0821288070666,0.0514413134322,-0.0668975788608,0.00863431677153,0.022687579464,-0.0243818768737,-0.178605928299,-0.0763520374165,0.0090707362024
Ent,-0.42494243572,-0.17035292349,0.111275507551,-0.917438114866,-0.119206406919,-0.0850934537444,-0.115971423866,-0.0725928758766,-0.266562508776,-0.353588910642,-0.0472666438162,-0.358707579773,0.337483154043,-0.218794945222,-0.209477607157,-0.0709790676693,0.339937724874,0.872273847457,0.0307951250581,0.954718977262,0.703620691362,-0.00746379494748,0.263931727663,-0.011361902652,-0.0269931901407,0.0435658746358,0.00851296169923,-0.0190926705751,0.0437642219211,-0.0522549882458,0.0094825977207,-4.45495343392,-0.112060320422,-0.0347295391903,0.00118519737603,-0.0506817130205,-0.0129004035417,0.0150660351771,-0.018907352774,-0.0349038020367,0.00548343843433,0.0805209010132,0.0198403716819,0.0102194035608,0.0761096602958,-0.0263042533359,0.0341584020201,0.084699631965,0.106097514008,-0.033451008358,-0.00288608072729,0.0537827281744,0.0636482812416,0.00804157965301,0.120739195241,0.0966047959725,0.0587159779847,0.0319407205021,0.0552450010994,-0.050510316784,-0.0373093793161,0.0821717012959,0.0584488919259,-0.0210453990171,0.128770100642,-0.0565045441299,0.0843062213532,0.0833751489182,-0.00738833666482,-0.165255682758,0.0489525319395,0.0715680063127
Ent,-0.0256461593216,0.0257892793242,0.148405953295,-0.0761449546253,-0.057361638018,-0.0385260904595,-0.0839197645884,0.02019882331,-0.219426343699,0.0352194495333,-0.0598040292197,0.116902114426,0.385801507147,-0.0873378266322,0.508716280665,0.42616857136,0.217101011889,1.47210070401,0.286114444365,0.931864902423,0.630059553034,-0.115728432799,-0.277420001416,-0.21426847656,-0.142617379759,-0.115405352088,-0.186608303779,-0.139545797236,-0.0866745464507,-0.084998469702,-0.0994763060693,-0.127137579538,-0.37742577521,-0.15708777554,-0.113501340211,-0.191039386888,-0.0152669287463,-0.0895950135242,-0.129601240087,-0.517195619176,-0.12264916232,-0.10819301228,-0.105138073733,-0.145266818441,-0.102306063029,-0.115268639402,-0.0972191577438,-0.0694771172865,-0.152126401728,-0.142914164912,-0.180309530278,-0.490762409511,-0.136234127438,-0.144472376069,-0.124140550646,-0.159091609475,-0.134387187284,-0.0904286857072,-0.231303137882,-0.252945062757,-0.13493455946,-0.171426246832,-0.0997532657082,-0.116194154846,-0.140929974759,-0.173960666651,-0.0628070396838,-0.230488622929,-0.544995521788,-0.134734435991,-0.204935442136,-0.157006574014
